Zipcode,Dispensary Count,Patient Count,Latitude,Longitude,Nearest Disp Distance,Nearest Disp Zipcode,Pop,Patient Density,Patient Miles,Population Miles
18702,2,2049,41.24,-75.87,0,18702,,#DIV/0!,0,0
18703,0,9,41.24,-75.87,0,18702,,#DIV/0!,0,0
18704,1,2253,41.26,-75.88,0,18704,,#DIV/0!,0,0
18902,1,1250,40.36,-75.09,0,18902,,#DIV/0!,0,0
18936,3,34,40.22,-75.23,0,18936,,#DIV/0!,0,0
18951,1,2451,40.43,-75.34,0,18951,,#DIV/0!,0,0
18960,1,899,40.36,-75.3,0,18960,,#DIV/0!,0,0
18974,1,2307,40.21,-75.07,0,18974,,#DIV/0!,0,0
19001,1,1019,40.12,-75.12,0,19001,,#DIV/0!,0,0
19002,1,1934,40.15,-75.22,0,19002,,#DIV/0!,0,0
19003,1,1032,40,-75.29,0,19003,,#DIV/0!,0,0
19007,1,1116,40.1,-74.85,0,19007,,#DIV/0!,0,0
19010,1,888,40.02,-75.31,0,19010,,#DIV/0!,0,0
19013,2,1106,39.84,-75.37,0,19013,,#DIV/0!,0,0
19016,0,12,39.84,-75.37,0,19013,,#DIV/0!,0,0
19018,1,1224,39.92,-75.29,0,19018,,#DIV/0!,0,0
19020,1,2556,40.1,-74.93,0,19020,,#DIV/0!,0,0
19023,1,619,39.92,-75.26,0,19023,,#DIV/0!,0,0
19027,1,1092,40.07,-75.12,0,19027,,#DIV/0!,0,0
19044,1,1227,40.18,-75.13,0,19044,,#DIV/0!,0,0
19050,1,936,39.94,-75.27,0,19050,,#DIV/0!,0,0
19070,1,396,39.91,-75.32,0,19070,,#DIV/0!,0,0
19087,2,1748,40.06,-75.4,0,19087,,#DIV/0!,0,0
19096,1,701,39.99,-75.27,0,19096,,#DIV/0!,0,0
19101,0,5,39.95,-75.16,0,19107,,#DIV/0!,0,0
19104,1,1050,39.96,-75.2,0,19104,,#DIV/0!,0,0
19105,0,5,39.95,-75.16,0,19107,,#DIV/0!,0,0
19107,4,682,39.95,-75.16,0,19107,,#DIV/0!,0,0
19114,1,1071,40.07,-75,0,19114,,#DIV/0!,0,0
19115,1,745,40.09,-75.04,0,19115,,#DIV/0!,0,0
19123,1,993,39.96,-75.15,0,19123,,#DIV/0!,0,0
19125,1,1753,39.98,-75.13,0,19125,,#DIV/0!,0,0
19127,1,493,40.03,-75.23,0,19127,,#DIV/0!,0,0
19131,2,1361,39.99,-75.22,0,19131,,#DIV/0!,0,0
19147,2,2459,39.94,-75.15,0,19147,,#DIV/0!,0,0
19148,1,2045,39.91,-75.15,0,19148,,#DIV/0!,0,0
19152,1,693,40.06,-75.05,0,19152,,#DIV/0!,0,0
19301,1,451,40.04,-75.49,0,19301,,#DIV/0!,0,0
19320,1,3579,39.98,-75.81,0,19320,,#DIV/0!,0,0
19333,1,378,40.04,-75.42,0,19333,,#DIV/0!,0,0
19348,1,1000,39.84,-75.71,0,19348,,#DIV/0!,0,0
19355,1,1670,40.03,-75.51,0,19355,,#DIV/0!,0,0
19372,1,186,40,-75.76,0,19372,,#DIV/0!,0,0
19382,2,3149,39.93,-75.61,0,19382,,#DIV/0!,0,0
19403,1,2803,40.15,-75.38,0,19403,,#DIV/0!,0,0
19406,2,1866,40.09,-75.38,0,19406,,#DIV/0!,0,0
19446,1,3415,40.24,-75.28,0,19446,,#DIV/0!,0,0
19460,1,3347,40.13,-75.51,0,19460,,#DIV/0!,0,0
19462,3,1122,40.1,-75.28,0,19462,,#DIV/0!,0,0
19464,2,3590,40.25,-75.64,0,19464,,#DIV/0!,0,0
19602,1,836,40.33,-75.92,0,19602,,#DIV/0!,0,0
19603,0,13,40.33,-75.92,0,19602,,#DIV/0!,0,0
19605,1,1351,40.4,-75.94,0,19605,,#DIV/0!,0,0
19610,1,818,40.34,-75.97,0,19610,,#DIV/0!,0,0
19611,1,645,40.32,-75.94,0,19611,,#DIV/0!,0,0
19612,0,10,40.33,-75.92,0,19602,,#DIV/0!,0,0
